OccNo,VesselFlag,YearBuilt,Gross Tonnage,Vessel Type,Vessel Sub Type,Month,Accident Region,Latitude,Logitude,Area Type,Fatalities,Serious Injuries,Vessel Phase,Vessel Sub Phase,Accident Type,Accident Sub Type
M05W0110,CANADA,1979,UPTO 100,FISHING,FISHING,Jun,PACIFIC REGION,49.94805,-124.9316,CHANNEL,0,0,MOVING,AHEAD,ACCIDENT,SANK
M05W0111,CANADA,1981,UPTO 10000,OTHER,PASSENGER,Jun,PACIFIC REGION,49.38333,-123.2666,HARBOUR,0,0,MOVING,AHEAD,ACCIDENT,COLLISION
M05W0111,CANADA,1981,UPTO 10000,OTHER,PASSENGER,Jun,PACIFIC REGION,49.38333,-123.2666,HARBOUR,0,0,MOVING,AHEAD,ACCIDENT,COLLISION
M05W0112,CANADA,1987,UPTO 100,TUG,SERVICE,Jul,PACIFIC REGION,50.01694,-125.2241,HARBOUR,0,0,MOVING,AHEAD,ACCIDENT,COLLISION
M05W0112,CANADA,1974,UPTO 100,TUG,SERVICE,Jul,PACIFIC REGION,50.01694,-125.2241,HARBOUR,0,0,MOVING,AHEAD,ACCIDENT,COLLISION
M05W0113,CANADA,1985,UPTO 1000,BARGE,SOLID CARGO,Jul,PACIFIC REGION,49.83333,-124.5333,HARBOUR,0,0,NOT MOVING,UNDER CONSTRUCTION,ACCIDENT,EXPLOSION
M05W0113,CANADA,1991,UPTO 1000,BARGE,SOLID CARGO,Jul,PACIFIC REGION,49.83333,-124.5333,HARBOUR,0,0,NOT MOVING,UNDER CONSTRUCTION,ACCIDENT,EXPLOSION
M05W0113,CANADA,1985,UPTO 1000,BARGE,SOLID CARGO,Jul,PACIFIC REGION,49.83333,-124.5333,HARBOUR,0,0,NOT MOVING,UNDER CONSTRUCTION,ACCIDENT,EXPLOSION
M05W0114,CANADA,1969,UPTO 100,TUG,SERVICE,Jul,PACIFIC REGION,49.15678,-122.9488,RIVER,0,0,MOVING,AHEAD,INCIDENT,TOTAL FAILURE OF MACHINERY
M05W0115,CANADA,1973,UPTO 100,FISHING,FISHING,Jul,PACIFIC REGION,54.68333,-130.4666,CHANNEL,0,0,MOVING,AHEAD,ACCIDENT,GROUNDING
M05W0116,CANADA,1970,UPTO 100,TUG,SERVICE,Jun,PACIFIC REGION,48.42472,-123.3758,HARBOUR,0,0,MOVING,AHEAD,INCIDENT,RISK OF COLLISION
M05W0116,UNITED STATES - US,1985,UPTO 100,TUG,SERVICE,Jun,PACIFIC REGION,48.42472,-123.3758,HARBOUR,0,0,MOVING,AHEAD,INCIDENT,RISK OF COLLISION
M05W0116,CANADA,1966,UPTO 100,TUG,SERVICE,Jun,PACIFIC REGION,48.42472,-123.3758,HARBOUR,0,0,MOVING,AHEAD,INCIDENT,RISK OF COLLISION
M05W0117,CANADA,1969,UPTO 1000,TUG,SERVICE,Jun,PACIFIC REGION,49.15,-123.8583,CHANNEL,0,1,MOVING,AHEAD,ACCIDENT,PERSON SERIOUSLY INJURED OR KILLED
M05W0118,CANADA,1975,UPTO 10000,BARGE,SOLID CARGO,Jul,PACIFIC REGION,49.18333,-122.9166,RIVER,0,0,NOT MOVING,DOCKED,INCIDENT,RISK OF CARGO LOSS
M05W0119,CANADA,1961,UPTO 100,TUG,SERVICE,Jul,PACIFIC REGION,52.28166,-128.465,CHANNEL,0,0,MOVING,AHEAD,INCIDENT,TOTAL FAILURE OF MACHINERY
M05W0120,CANADA,1975,UPTO 100,FISHING,FISHING,Jul,PACIFIC REGION,51.57166,-129.4533,CHANNEL,0,0,MOVING,AHEAD,INCIDENT,TOTAL FAILURE OF MACHINERY
M05W0121,CANADA,1991,UPTO 10000,OTHER,PASSENGER,Jul,PACIFIC REGION,48.88333,-123.3,HARBOUR,0,0,MOVING,AHEAD,INCIDENT,TOTAL FAILURE OF MACHINERY
M05W0122,CANADA,1963,UPTO 10000,OTHER,PASSENGER,Jul,PACIFIC REGION,48.81666,-123.35,CHANNEL,0,0,MOVING,AHEAD,INCIDENT,TOTAL FAILURE OF MACHINERY
M05W0123,CANADA,1961,UPTO 100,TUG,SERVICE,Jul,PACIFIC REGION,48.76666,-123.3666,CHANNEL,0,0,MOVING,AHEAD,INCIDENT,TOTAL FAILURE OF MACHINERY
M05W0124,CANADA,1970,UPTO 100,TUG,SERVICE,Jul,PACIFIC REGION,53.54166,-129.6083,CHANNEL,0,0,MOVING,AHEAD,INCIDENT,TOTAL FAILURE OF MACHINERY
M05W0125,CANADA,1969,UPTO 100,TUG,SERVICE,Jul,PACIFIC REGION,49.20333,-123.1166,RIVER,0,1,NOT MOVING,UNDER CONSTRUCTION,ACCIDENT,PERSON SERIOUSLY INJURED OR KILLED
M05W0125,CANADA,1985,UPTO 100,TUG,SERVICE,Jul,PACIFIC REGION,49.20333,-123.1166,RIVER,0,1,NOT MOVING,UNDER CONSTRUCTION,ACCIDENT,PERSON SERIOUSLY INJURED OR KILLED
M05W0126,CANADA,1985,UPTO 1000,OTHER,PASSENGER,Jul,PACIFIC REGION,49.25,-123.5,CHANNEL,0,0,MOVING,AHEAD,INCIDENT,RISK OF COLLISION
M05W0126,CANADA,1985,UPTO 1000,OTHER,PASSENGER,Jul,PACIFIC REGION,49.25,-123.5,CHANNEL,0,0,MOVING,AHEAD,INCIDENT,RISK OF COLLISION
M05W0127,CANADA,1991,UPTO 10000,OTHER,PASSENGER,Jul,PACIFIC REGION,49.38333,-123.2666,HARBOUR,0,0,MOVING,AHEAD,INCIDENT,TOTAL FAILURE OF MACHINERY
M05W0128,CANADA,1974,UPTO 1000,FISHING,FISHING,Jul,PACIFIC REGION,48.33111,-123.5147,CHANNEL,0,0,MOVING,DRIFT,INCIDENT,TOTAL FAILURE OF MACHINERY
M05W0129,CANADA,1973,UPTO 100,FISHING,FISHING,Jul,PACIFIC REGION,54.68666,-130.3719,CHANNEL,0,1,MOVING,AHEAD,ACCIDENT,PERSON SERIOUSLY INJURED OR KILLED
M05W0130,CANADA,1979,UPTO 100,FISHING,FISHING,Jul,PACIFIC REGION,54.28694,-130.3733,HARBOUR,0,0,MOVING,AHEAD,ACCIDENT,GROUNDING
M05W0131,CANADA,1966,UPTO 1000,FISHING,FISHING,Jul,PACIFIC REGION,44.91666,-125.2833,SEA,0,0,MOVING,AHEAD,INCIDENT,RISK OF COLLISION
M05W0131,CANADA,1979,UPTO 1000,FISHING,FISHING,Jul,PACIFIC REGION,44.91666,-125.2833,SEA,0,0,MOVING,AHEAD,INCIDENT,RISK OF COLLISION
M05W0132,CANADA,1991,UPTO 10000,OTHER,PASSENGER,Jul,PACIFIC REGION,48.69722,-123.4138,HARBOUR,0,0,MOVING,AHEAD,INCIDENT,TOTAL FAILURE OF MACHINERY
M05W0133,PANAMA,1996,UPTO 100000,CARGO,SOLID CARGO,Jul,PACIFIC REGION,49.3125,-123.1277,HARBOUR,0,0,MOVING,AHEAD,INCIDENT,TOTAL FAILURE OF MACHINERY
M05W0134,CANADA,1963,UPTO 10000,OTHER,PASSENGER,Jul,PACIFIC REGION,49.43188,-123.4719,HARBOUR,0,0,MOVING,AHEAD,ACCIDENT,COLLISION
M05W0135,CANADA,1976,UPTO 1000,FISHING,FISHING,Jul,PACIFIC REGION,49.15861,-122.9458,RIVER,0,0,MOVING,AHEAD,INCIDENT,RISK OF SINKING
M05W0136,CANADA,1985,UPTO 1000,PASSENGER,PASSENGER - CARGO,Jul,PACIFIC REGION,49.18333,-125.8666,CHANNEL,0,0,MOVING,AHEAD,INCIDENT,TOTAL FAILURE OF MACHINERY
M05W0137,CANADA,1969,UPTO 10000,OTHER,PASSENGER,Jul,PACIFIC REGION,52.22166,-128.1616,CHANNEL,0,0,MOVING,AHEAD,INCIDENT,TOTAL FAILURE OF MACHINERY
M05W0138,UNITED STATES - US,1985,UPTO 1000,FISHING,FISHING,Jul,PACIFIC REGION,51.2,-127.85,CHANNEL,0,0,MOVING,AHEAD,INCIDENT,TOTAL FAILURE OF MACHINERY
M05W0139,CANADA,1985,UPTO 1000,PASSENGER,PASSENGER - CARGO,Jul,PACIFIC REGION,49.3,-123.9,HARBOUR,0,0,MOVING,AHEAD,ACCIDENT,CAPSIZES
M05W0140,CANADA,1974,UPTO 100,FISHING,FISHING,Jul,PACIFIC REGION,49.72916,-127.3988,BAY,0,0,MOVING,AHEAD,INCIDENT,TOTAL FAILURE OF MACHINERY
M05W0141,CANADA,1974,UPTO 100,FISHING,FISHING,Jul,PACIFIC REGION,48.33888,-125.5266,SEA,2,0,MOVING,AHEAD,ACCIDENT,CAPSIZES
M05W0142,CANADA,1963,UPTO 10000,OTHER,PASSENGER,Jul,PACIFIC REGION,48.71666,-123.2833,CHANNEL,0,0,MOVING,AHEAD,INCIDENT,TOTAL FAILURE OF MACHINERY
M05W0143,CANADA,1975,UPTO 1000,TUG,SERVICE,Jul,PACIFIC REGION,49.78333,-124.5666,CHANNEL,0,0,MOVING,AHEAD,INCIDENT,RISK OF COLLISION
M05W0143,CANADA,1973,UPTO 1000,TUG,SERVICE,Jul,PACIFIC REGION,49.78333,-124.5666,CHANNEL,0,0,MOVING,AHEAD,INCIDENT,RISK OF COLLISION
M05W0143,CANADA,1985,UPTO 1000,TUG,SERVICE,Jul,PACIFIC REGION,49.78333,-124.5666,CHANNEL,0,0,MOVING,AHEAD,INCIDENT,RISK OF COLLISION
M05W0143,CANADA,1985,UPTO 1000,TUG,SERVICE,Jul,PACIFIC REGION,49.78333,-124.5666,CHANNEL,0,0,MOVING,AHEAD,INCIDENT,RISK OF COLLISION
M05W0143,CANADA,1985,UPTO 1000,TUG,SERVICE,Jul,PACIFIC REGION,49.78333,-124.5666,CHANNEL,0,0,MOVING,AHEAD,INCIDENT,RISK OF COLLISION
M05W0144,CANADA,1969,UPTO 1000,OTHER,PASSENGER,Jul,PACIFIC REGION,50.6,-127.0833,HARBOUR,0,0,MOVING,AHEAD,INCIDENT,RISK OF COLLISION
M05W0144,UNITED STATES - US,1985,UPTO 1000,OTHER,PASSENGER,Jul,PACIFIC REGION,50.6,-127.0833,HARBOUR,0,0,MOVING,AHEAD,INCIDENT,RISK OF COLLISION
M05W0145,UNITED KINGDOM,1994,UPTO 100000,CARGO,SOLID CARGO,Jul,PACIFIC REGION,49.11666,-123.1833,RIVER,0,0,MOVING,AHEAD,INCIDENT,RISK OF COLLISION
M05W0145,CANADA,1985,UPTO 100000,CARGO,SOLID CARGO,Jul,PACIFIC REGION,49.11666,-123.1833,RIVER,0,0,MOVING,AHEAD,INCIDENT,RISK OF COLLISION
M05W0146,CANADA,1988,UPTO 100,FISHING,FISHING,Jul,PACIFIC REGION,54.19277,-130.3477,CHANNEL,0,0,MOVING,AHEAD,ACCIDENT,COLLISION
M05W0146,CANADA,1969,UPTO 100,FISHING,FISHING,Jul,PACIFIC REGION,54.19277,-130.3477,CHANNEL,0,0,MOVING,AHEAD,ACCIDENT,COLLISION
M05W0147,CANADA,1992,UPTO 100000,OTHER,PASSENGER,Jul,PACIFIC REGION,48.84694,-123.3569,CHANNEL,0,0,MOVING,AHEAD,INCIDENT,RISK OF PERSON OVERBOARD
M05W0149,NETHERLANDS,2000,UPTO 100000,CARGO,SOLID CARGO,Aug,PACIFIC REGION,49.31666,-129.5333,SEA,0,1,MOVING,AHEAD,ACCIDENT,PERSON SERIOUSLY INJURED OR KILLED
M05W0150,CANADA,1979,UPTO 100,TUG,SERVICE,Aug,PACIFIC REGION,49.28055,-123.2583,CHANNEL,0,0,MOVING,AHEAD,ACCIDENT,EXPLOSION
M05W0151,CANADA,1978,UPTO 100,FISHING,FISHING,Aug,PACIFIC REGION,53.55,-129.6166,CHANNEL,0,0,MOVING,AHEAD,INCIDENT,TOTAL FAILURE OF MACHINERY
M05W0152,CANADA,1962,UPTO 10000,BARGE,SOLID CARGO,Aug,PACIFIC REGION,49.20666,-123.0683,RIVER,0,0,MOVING,TOWED,ACCIDENT,COLLISION
M05W0152,CANADA,1965,UPTO 10000,BARGE,SOLID CARGO,Aug,PACIFIC REGION,49.20666,-123.0683,RIVER,0,0,MOVING,TOWED,ACCIDENT,COLLISION
M05W0152,CANADA,1962,UPTO 10000,BARGE,SOLID CARGO,Aug,PACIFIC REGION,49.20666,-123.0683,RIVER,0,0,MOVING,TOWED,ACCIDENT,COLLISION
M05W0153,CANADA,1997,UPTO 100,OTHER,PASSENGER,Aug,PACIFIC REGION,50.83212,-118.992,HARBOUR,1,0,NOT MOVING,DOCKED,ACCIDENT,PERSON SERIOUSLY INJURED OR KILLED
M05W0155,CANADA,1988,UPTO 1000,FISHING,FISHING,Aug,PACIFIC REGION,53.25,-133.0666,SEA,0,1,MOVING,AHEAD,ACCIDENT,PERSON SERIOUSLY INJURED OR KILLED
M05W0156,CANADA,1968,UPTO 100,FISHING,FISHING,Aug,PACIFIC REGION,49.15444,-125.9008,HARBOUR,0,0,NOT MOVING,DOCKED,ACCIDENT,EXPLOSION
M05W0157,CANADA,1962,UPTO 100,TUG,SERVICE,Aug,PACIFIC REGION,49.29863,-123.0953,HARBOUR,0,0,MOVING,AHEAD,INCIDENT,RISK OF COLLISION
M05W0158,CAYMAN ISLANDS,1999,UPTO 100000,CARGO,SOLID CARGO,Aug,PACIFIC REGION,49.29722,-123.1,HARBOUR,1,0,MOVING,AHEAD,ACCIDENT,PERSON SERIOUSLY INJURED OR KILLED
M05W0159,CANADA,1959,UPTO 100,FISHING,FISHING,Aug,PACIFIC REGION,50.76666,-127.4833,HARBOUR,0,0,MOVING,AHEAD,ACCIDENT,GROUNDING
M05W0160,CANADA,1985,UPTO 1000,FISHING,FISHING,Aug,PACIFIC REGION,50.78805,-127.5105,CHANNEL,0,0,MOVING,AHEAD,ACCIDENT,EXPLOSION
M05W0161,CANADA,1997,UPTO 1000,PASSENGER,PASSENGER - CARGO,Aug,PACIFIC REGION,49.26907,-123.1278,HARBOUR,0,0,NOT MOVING,DOCKED,INCIDENT,RISK OF SINKING
M05W0162,MOROCCO,1996,UPTO 100000,CARGO,SOLID CARGO,Aug,PACIFIC REGION,49.29166,-123.1,HARBOUR,0,0,MOVING,AHEAD,ACCIDENT,COLLISION
M05W0163,CANADA,1972,UPTO 100,PASSENGER,PASSENGER - CARGO,Aug,PACIFIC REGION,50.43138,-125.4977,CHANNEL,0,0,MOVING,AHEAD,INCIDENT,RISK OF COLLISION
M05W0163,CANADA,1985,UPTO 100,PASSENGER,PASSENGER - CARGO,Aug,PACIFIC REGION,50.43138,-125.4977,CHANNEL,0,0,MOVING,AHEAD,INCIDENT,RISK OF COLLISION
M05W0164,CANADA,1978,UPTO 1000,FISHING,FISHING,Sep,PACIFIC REGION,48.08305,-124.8391,RIVER,0,0,MOVING,AHEAD,ACCIDENT,GROUNDING
M05W0165,CANADA,1964,UPTO 10000,OTHER,PASSENGER,Aug,PACIFIC REGION,49.01,-123.1283,HARBOUR,0,0,MOVING,AHEAD,INCIDENT,TOTAL FAILURE OF MACHINERY
M05W0166,CANADA,1974,UPTO 100,TUG,SERVICE,Sep,PACIFIC REGION,53.41666,-129.25,CHANNEL,0,0,MOVING,AHEAD,INCIDENT,RISK OF BOTTOM CONTACT
M05W0167,CANADA,1945,UPTO 1000,TUG,SERVICE,Sep,PACIFIC REGION,48.96666,-125.8333,SEA,0,0,MOVING,AHEAD,INCIDENT,TOTAL FAILURE OF MACHINERY
M05W0168,CANADA,1977,UPTO 100,FISHING,FISHING,Sep,PACIFIC REGION,54.28333,-130.3666,HARBOUR,0,0,MOVING,AHEAD,ACCIDENT,COLLISION
M05W0168,CANADA,1985,UPTO 100,FISHING,FISHING,Sep,PACIFIC REGION,54.28333,-130.3666,HARBOUR,0,0,MOVING,AHEAD,ACCIDENT,COLLISION
M05W0169,CANADA,1946,UPTO 100,FISHING,FISHING,Sep,PACIFIC REGION,49.21166,-123.8222,CHANNEL,0,0,MOVING,AHEAD,INCIDENT,RISK OF COLLISION
M05W0169,CANADA,1976,UPTO 100,FISHING,FISHING,Sep,PACIFIC REGION,49.21166,-123.8222,CHANNEL,0,0,MOVING,AHEAD,INCIDENT,RISK OF COLLISION
M05W0170,CANADA,1960,UPTO 1000,BARGE,SOLID CARGO,Sep,PACIFIC REGION,49.15,-123.8666,CHANNEL,0,0,MOVING,DRIFT,INCIDENT,RISK OF COLLISION
M05W0171,CANADA,1969,UPTO 100,FISHING,FISHING,Sep,PACIFIC REGION,50.25333,-130.0613,CHANNEL,0,0,MOVING,AHEAD,ACCIDENT,EXPLOSION
M05W0172,CANADA,1989,UPTO 1000,FISHING,FISHING,Sep,PACIFIC REGION,49.11138,-123.1777,RIVER,0,0,MOVING,AHEAD,ACCIDENT,GROUNDING
M05W0173,CANADA,1997,UPTO 1000,PASSENGER,PASSENGER - CARGO,Sep,PACIFIC REGION,50.41,-124.5666,CHANNEL,0,0,MOVING,AHEAD,INCIDENT,TOTAL FAILURE OF MACHINERY
M05W0174,CANADA,1988,UPTO 100,FISHING,FISHING,Sep,PACIFIC REGION,48.52166,-125.5227,SEA,0,0,MOVING,AHEAD,INCIDENT,RISK OF SINKING
M05W0175,CANADA,1975,UPTO 100,FISHING,FISHING,Sep,PACIFIC REGION,49.66666,-124.4833,BAY,0,1,NOT MOVING,ANCHORED,ACCIDENT,EXPLOSION
M05W0176,CANADA,1981,UPTO 10000,OTHER,PASSENGER,Sep,PACIFIC REGION,49.2,-123.9666,HARBOUR,0,0,NOT MOVING,DOCKED,ACCIDENT,EXPLOSION
M05W0177,CANADA,1952,UPTO 100,FISHING,FISHING,Sep,PACIFIC REGION,48.93638,-125.5341,HARBOUR,0,0,MOVING,AHEAD,ACCIDENT,GROUNDING
M05W0178,UNITED STATES - US,1982,UPTO 1000,FISHING,FISHING,Sep,PACIFIC REGION,54.05722,-130.2533,CHANNEL,0,0,MOVING,AHEAD,ACCIDENT,GROUNDING
M05W0179,CANADA,1985,UPTO 1000,PASSENGER,PASSENGER - CARGO,Sep,PACIFIC REGION,49.18333,-125.9166,CHANNEL,0,0,MOVING,AHEAD,ACCIDENT,GROUNDING
M05W0180,CANADA,1986,UPTO 10000,TUG,SERVICE,Sep,CENTRAL REGION,71.72805,-95.52555,CHANNEL,0,0,MOVING,AHEAD,ACCIDENT,COLLISION
M05W0181,CANADA,1941,UPTO 1000,FISHING,FISHING,Sep,PACIFIC REGION,52.57805,-131.6266,CHANNEL,0,0,MOVING,AHEAD,INCIDENT,RISK OF SINKING
M05W0182,CANADA,1965,UPTO 100,FISHING,FISHING,Oct,PACIFIC REGION,48.6725,-123.4041,HARBOUR,0,0,MOVING,AHEAD,ACCIDENT,GROUNDING
M05W0183,CANADA,1996,UPTO 10000,OTHER,PASSENGER,Oct,PACIFIC REGION,48.68333,-123.4,HARBOUR,0,0,MOVING,AHEAD,INCIDENT,TOTAL FAILURE OF MACHINERY
M05W0184,CANADA,1955,UPTO 100,TUG,SERVICE,Oct,PACIFIC REGION,50.08471,-125.2882,CHANNEL,0,0,MOVING,AHEAD,INCIDENT,TOTAL FAILURE OF MACHINERY
M05W0185,CANADA,1995,UPTO 1000,PASSENGER,PASSENGER - CARGO,Oct,PACIFIC REGION,49.27449,-123.1082,HARBOUR,0,0,MOVING,AHEAD,ACCIDENT,COLLISION
M05W0186,CHINA,1995,UPTO 100000,CARGO,SOLID CARGO,Oct,PACIFIC REGION,49.32055,-123.2208,HARBOUR,0,0,MOVING,AHEAD,INCIDENT,RISK OF COLLISION
M05W0186,CANADA,1988,UPTO 100000,CARGO,SOLID CARGO,Oct,PACIFIC REGION,49.32055,-123.2208,HARBOUR,0,0,MOVING,AHEAD,INCIDENT,RISK OF COLLISION
M05W0187,CANADA,1968,UPTO 100,FISHING,FISHING,Oct,PACIFIC REGION,53.18638,-128.7252,CHANNEL,0,0,MOVING,AHEAD,ACCIDENT,GROUNDING
M05W0187,CANADA,1968,UPTO 100,FISHING,FISHING,Oct,PACIFIC REGION,53.18638,-128.7252,CHANNEL,0,0,MOVING,AHEAD,ACCIDENT,GROUNDING
M05W0188,CANADA,1987,UPTO 100,FISHING,FISHING,Oct,PACIFIC REGION,48.33305,-123.71,CHANNEL,0,0,MOVING,AHEAD,ACCIDENT,GROUNDING
M05W0189,NORWAY,1998,UPTO 100000,CARGO,LIQUID CARGO,Oct,PACIFIC REGION,49.30666,-123.1861,HARBOUR,0,0,MOVING,AHEAD,INCIDENT,RISK OF COLLISION
M05W0189,UNITED STATES - US,1985,UPTO 100000,CARGO,LIQUID CARGO,Oct,PACIFIC REGION,49.30666,-123.1861,HARBOUR,0,0,MOVING,AHEAD,INCIDENT,RISK OF COLLISION
M05W0190,CANADA,1985,UPTO 1000,BARGE,SOLID CARGO,Aug,PACIFIC REGION,49.71666,-126.4666,BAY,0,0,MOVING,TOWED,INCIDENT,RISK OF SINKING
M05W0191,UNITED STATES - US,1985,UPTO 1000,FISHING,FISHING,Oct,PACIFIC REGION,50.70833,-126.9583,CHANNEL,0,0,MOVING,AHEAD,INCIDENT,TOTAL FAILURE OF MACHINERY
M05W0192,CANADA,1959,UPTO 1000,FISHING,FISHING,Oct,PACIFIC REGION,48.64805,-124.8702,BAY,0,1,MOVING,AHEAD,ACCIDENT,PERSON SERIOUSLY INJURED OR KILLED
M05W0193,CANADA,1985,UPTO 1000,BARGE,LIQUID CARGO,Oct,PACIFIC REGION,49.14109,-123.0467,CHANNEL,0,0,MOVING,TOWED,ACCIDENT,COLLISION
M05W0194,CANADA,1993,UPTO 100,OTHER,PASSENGER,Aug,PACIFIC REGION,49.27555,-123.1363,HARBOUR,0,0,MOVING,AHEAD,ACCIDENT,COLLISION
M05W0194,CANADA,1995,UPTO 100,OTHER,PASSENGER,Aug,PACIFIC REGION,49.27555,-123.1363,HARBOUR,0,0,MOVING,AHEAD,ACCIDENT,COLLISION
M05W0194,CANADA,1995,UPTO 100,OTHER,PASSENGER,Aug,PACIFIC REGION,49.27555,-123.1363,HARBOUR,0,0,MOVING,AHEAD,ACCIDENT,COLLISION
M05W0195,BAHAMAS,1992,UPTO 100000,PASSENGER,PASSENGER - CARGO,Sep,PACIFIC REGION,54.315,-130.3266,HARBOUR,0,0,MOVING,AHEAD,ACCIDENT,COLLISION
M05W0196,BAHAMAS,1981,UPTO 100000,CARGO,SOLID CARGO,Sep,PACIFIC REGION,49.29732,-123.0343,HARBOUR,0,0,NOT MOVING,ANCHORED,ACCIDENT,EXPLOSION
M05W0197,CANADA,1976,UPTO 100,FISHING,FISHING,Aug,PACIFIC REGION,50.63333,-126.7166,CHANNEL,0,0,MOVING,AHEAD,INCIDENT,RISK OF COLLISION
M05W0197,BAHAMAS,1991,UPTO 100,FISHING,FISHING,Aug,PACIFIC REGION,50.63333,-126.7166,CHANNEL,0,0,MOVING,AHEAD,INCIDENT,RISK OF COLLISION
M05W0198,CANADA,1985,UPTO 1000,BARGE,SOLID CARGO,Jul,PACIFIC REGION,49.83333,-124.5333,HARBOUR,0,0,MOVING,TOWED,ACCIDENT,EXPLOSION
M05W0199,CANADA,1973,UPTO 100,TUG,SERVICE,Oct,PACIFIC REGION,49.15,-123.8666,CHANNEL,0,0,MOVING,AHEAD,ACCIDENT,COLLISION
M05W0199,CANADA,1973,UPTO 100,TUG,SERVICE,Oct,PACIFIC REGION,49.15,-123.8666,CHANNEL,0,0,MOVING,AHEAD,ACCIDENT,COLLISION
M05W0200,CANADA,1985,UPTO 1000,OTHER,PASSENGER,Jul,PACIFIC REGION,49.29632,-122.9881,HARBOUR,0,0,MOVING,AHEAD,ACCIDENT,COLLISION
M05W0200,CANADA,1981,UPTO 1000,OTHER,PASSENGER,Jul,PACIFIC REGION,49.29632,-122.9881,HARBOUR,0,0,MOVING,AHEAD,ACCIDENT,COLLISION
M05W0201,CANADA,1979,UPTO 100,FISHING,FISHING,Oct,PACIFIC REGION,49.79694,-127.2816,SEA,0,0,MOVING,AHEAD,ACCIDENT,UNFIT
M05W0201,CANADA,1979,UPTO 100,FISHING,FISHING,Oct,PACIFIC REGION,49.79694,-127.2816,SEA,0,0,MOVING,AHEAD,ACCIDENT,UNFIT
M05W0202,CANADA,1974,UPTO 1000,TUG,SERVICE,Sep,PACIFIC REGION,61.01666,-116.4666,RIVER,0,0,NOT MOVING,UNDER CONSTRUCTION,INCIDENT,RISK OF PERSON OVERBOARD
M05W0202,CANADA,1985,UPTO 1000,TUG,SERVICE,Sep,PACIFIC REGION,61.01666,-116.4666,RIVER,0,0,NOT MOVING,UNDER CONSTRUCTION,INCIDENT,RISK OF PERSON OVERBOARD
M05W0203,CANADA,1992,UPTO 100000,OTHER,PASSENGER,Sep,PACIFIC REGION,49,-123.1333,CHANNEL,0,0,MOVING,AHEAD,ACCIDENT,UNFIT
M05W0204,CANADA,1980,UPTO 100,FISHING,FISHING,Oct,PACIFIC REGION,54.33722,-130.438,HARBOUR,0,0,MOVING,AHEAD,ACCIDENT,GROUNDING
M05W0204,CANADA,1980,UPTO 100,FISHING,FISHING,Oct,PACIFIC REGION,54.33722,-130.438,HARBOUR,0,0,MOVING,AHEAD,ACCIDENT,GROUNDING
M05W0205,CANADA,1981,UPTO 10000,OTHER,PASSENGER,Oct,PACIFIC REGION,49.01111,-123.1283,HARBOUR,0,0,MOVING,AHEAD,ACCIDENT,COLLISION
M05W0206,CANADA,1963,UPTO 10000,OTHER,PASSENGER,Oct,PACIFIC REGION,49.01111,-123.1283,HARBOUR,0,0,MOVING,AHEAD,ACCIDENT,COLLISION
M05W0207,CANADA,2005,UPTO 100,PASSENGER,PASSENGER - CARGO,Oct,PACIFIC REGION,48.3,-123.5333,CHANNEL,0,0,MOVING,AHEAD,INCIDENT,RISK OF BOTTOM CONTACT
M05W0208,CANADA,1978,UPTO 100,FISHING,FISHING,Oct,PACIFIC REGION,49.0075,-123.1433,HARBOUR,0,0,MOVING,AHEAD,ACCIDENT,COLLISION
M05W0209,UNITED STATES - US,2000,UPTO 10000,BARGE,SOLID CARGO,Oct,PACIFIC REGION,52.16666,-128.1333,CHANNEL,0,0,MOVING,TOWED,INCIDENT,RISK OF BOTTOM CONTACT
M05W0210,CANADA,1982,UPTO 10000,OTHER,PASSENGER,Oct,PACIFIC REGION,49.16833,-123.9183,HARBOUR,0,0,MOVING,AHEAD,INCIDENT,RISK OF COLLISION
M05W0210,CANADA,1985,UPTO 10000,OTHER,PASSENGER,Oct,PACIFIC REGION,49.16833,-123.9183,HARBOUR,0,0,MOVING,AHEAD,INCIDENT,RISK OF COLLISION
M05W0211,CANADA,1964,UPTO 10000,OTHER,PASSENGER,Oct,PACIFIC REGION,49.18333,-123.868,HARBOUR,0,0,MOVING,AHEAD,INCIDENT,RISK OF COLLISION
M05W0211,CANADA,1985,UPTO 10000,OTHER,PASSENGER,Oct,PACIFIC REGION,49.18333,-123.868,HARBOUR,0,0,MOVING,AHEAD,INCIDENT,RISK OF COLLISION
M05W0212,CANADA,1963,UPTO 10000,BARGE,SOLID CARGO,Oct,PACIFIC REGION,49.12944,-123.2097,RIVER,0,0,MOVING,TOWED,INCIDENT,RISK OF BOTTOM CONTACT
M05W0213,UNITED STATES - US,1974,UPTO 100,FISHING,FISHING,Oct,PACIFIC REGION,51.36222,-127.7972,CHANNEL,0,0,MOVING,AHEAD,ACCIDENT,GROUNDING
M05W0214,CANADA,1965,UPTO 100,FISHING,FISHING,Nov,PACIFIC REGION,50.7,-127.4166,HARBOUR,0,0,NOT MOVING,DOCKED,ACCIDENT,EXPLOSION
M05W0215,CANADA,1971,UPTO 1000,TUG,SERVICE,Nov,PACIFIC REGION,49.12111,-123.2619,RIVER,0,0,MOVING,AHEAD,INCIDENT,TOTAL FAILURE OF MACHINERY
