OccNo,VesselName,VesselFlag,VesselType,VesselSubType,GrossTonnage,YearBuilt,YearRebuilt,VesselPhase,VesselActivityType,VesselActivitySubType,VesselLossIND,PrimaryVesselIND,PrimaryAccIncTypeIND,VesselAccIncType,VesselAccIncSubType,PRODUCTION_DT
M11L0134,BARGE (MAURECON) (12X40),CANADA,BARGE - UNSPECIFIED,N/A,,,,UNDERWAY - moving ahead,SERVICE,WATERWAY MANAGEMENT (INCL BUOYS),NO,NO,YES,COLLISION,WITH ANOTHER VESSEL OR OTHER FLOATING OBJECT,2018-08-15T10:01:40
M11L0136,CELEBRITY SUMMIT,MALTA,PASSENGER,PASSENGER - CARGO,90280.00,2001,,BERTHED/DOCKED,CARRIAGE OF PEOPLE,GENERAL,NO,YES,YES,STRIKING,ALLISION WITH A FIXED OBJECT (STRIKING - INCLUDES BERTHED/DOCKED VESSELS),2018-08-15T10:01:40
M11L0137,SPRING BULKER,PANAMA,CARGO - SOLID,BULK CARRIER,16418.00,1995,,UNDERWAY - moving ahead,CARRIAGE OF GOODS,N/A,NO,YES,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M11L0138,KING FELIPE,MARSHALL ISLANDS,CARGO - SOLID,BULK CARRIER,33032.00,2011,,BERTHED/DOCKED,CARRIAGE OF GOODS,N/A,NO,YES,YES,STRIKING,ALLISION WITH A FIXED OBJECT (STRIKING - INCLUDES BERTHED/DOCKED VESSELS),2018-08-15T10:01:40
M11L0139,TADOUSSAC III,CANADA,PASSENGER,PASSENGER - CARGO,9.00,1996,,UNDERWAY - moving ahead,CARRIAGE OF PEOPLE,EXCURSION,NO,YES,YES,PERSON SERIOUSLY INJURED OR KILLED,IN CONTACT WITH ANY PART OF THE SHIP OR ITS CONTENTS,2018-08-15T10:01:40
M11L0140,LOMER GOUIN,CANADA,FERRY,OTHER,1741.15,1971,,BERTHED/DOCKED,CARRIAGE OF PEOPLE,GENERAL,NO,YES,YES,RISK OF STRIKING (NEAR ALLISION),RISK OF ALLISION WITH A FIXED OBJECT (STRIKING - INCLUDES VESSELS),2018-08-15T10:01:40
M11L0140,CANOT À GLACE/ ICE CANOE NO. 188,CANADA,SHIPS BOAT,Recreational Craft,,,,UNDERWAY - moving ahead,NOT ENGAGED IN COMMERCIAL ACTIVITY,N/A,NO,NO,YES,RISK OF STRIKING (NEAR ALLISION),RISK OF ALLISION WITH A FIXED OBJECT (STRIKING - INCLUDES VESSELS),2018-08-15T10:01:40
M11L0141,L'AIGLE BLEU,CANADA,FISHING,UNKNOWN,14.00,1989,,BERTHED/DOCKED,FISHING,FISHING,NO,YES,YES,GROUNDING,NOT UNDER POWER (INCLUDES DRIFTING) (NON-INTENTIONAL),2018-08-15T10:01:40
M11L0143,JET BOAT C12634QC,CANADA,PASSENGER,PASSENGER ONLY,2.90,1995,,UNDERWAY - moving ahead,CARRIAGE OF PEOPLE,EXCURSION,NO,YES,YES,STRIKING,ALLISION WITH A FIXED OBJECT (STRIKING - INCLUDES BERTHED/DOCKED VESSELS),2018-08-15T10:01:40
M11L0144,MAASDAM,NETHERLANDS,PASSENGER,PASSENGER - CARGO,55451.00,1993,,BERTHED/DOCKED,CARRIAGE OF PEOPLE,GENERAL,NO,YES,YES,STRIKING,ALLISION WITH A FIXED OBJECT (STRIKING - INCLUDES BERTHED/DOCKED VESSELS),2018-08-15T10:01:40
M11L0146,JEAN PHILLIPE,CANADA,FISHING,UNKNOWN,,,,BERTHED/DOCKED,FISHING,FISHING,NO,YES,YES,EXPLOSION,N/A,2018-08-15T10:01:40
M11L0148,WILLIAM J. MOORE,CANADA,TUG,N/A,563.70,1970,,UNDERWAY - moving ahead,SERVICE,PUSHING,NO,YES,YES,FIRE,N/A,2018-08-15T10:01:40
M11L0149,PIERRE RADISSON,CANADA,SERVICE SHIP,ICEBREAKER,5910.42,1978,,UNDERWAY - moving ahead,SERVICE,ICEBREAKING,NO,YES,YES,PERSON (CREW MEMBER) PHYSICAL INCAPACITATION,N/A,2018-08-15T10:01:40
M11L0150,BETSIAMITES,CANADA,BARGE - UNSPECIFIED,N/A,5396.22,1968,,UNKNOWN,CARRIAGE OF GOODS,N/A,NO,YES,YES,FIRE,N/A,2018-08-15T10:01:40
M11L0150,OCEAN ECHO II,CANADA,TUG,N/A,438.15,1969,,UNKNOWN,CARRIAGE OF GOODS,N/A,NO,NO,YES,FIRE,N/A,2018-08-15T10:01:40
M11L0151,CAMILLE MARCOUX,CANADA,FERRY,PASSENGER/VEHICLE,6121.90,1974,,UNDERWAY - moving ahead,CARRIAGE OF PEOPLE,GENERAL,NO,YES,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M11L0152,CAMILLE MARCOUX,CANADA,FERRY,PASSENGER/VEHICLE,6121.90,1974,,BERTHED/DOCKED,CARRIAGE OF PEOPLE,GENERAL,NO,YES,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M11L0153,KYRIAKOULA,GREECE,CARGO - LIQUID,PRODUCT TANKER,40680.00,2003,,UNDERWAY - moving ahead,CARRIAGE OF GOODS,N/A,NO,YES,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M11L0154,DELGA #1,CANADA,PASSENGER,PASSENGER - CARGO,46.00,1990,,UNDERWAY - moving ahead,NOT ENGAGED IN COMMERCIAL ACTIVITY,N/A,NO,YES,YES,BOTTOM CONTACT,N/A,2018-08-15T10:01:40
M11L0155,FINCH ARROW,BAHAMAS,CARGO - SOLID,GENERAL CARGO,26130.00,1984,,UNDERWAY - unknown,CARRIAGE OF GOODS,N/A,NO,YES,YES,COLLISION,WITH ANOTHER VESSEL OR OTHER FLOATING OBJECT,2018-08-15T10:01:40
M11L0155,POINTE COMEAU,CANADA,TUG,N/A,390.80,1976,,UNDERWAY - moving ahead,SERVICE,"TOWING, ASSISTING",NO,NO,YES,COLLISION,WITH ANOTHER VESSEL OR OTHER FLOATING OBJECT,2018-08-15T10:01:40
M11L0156,ARMAND IMBEAU,CANADA,FERRY,PASSENGER/VEHICLE,1702.00,1980,,UNDERWAY - unknown,CARRIAGE OF PEOPLE,GENERAL,NO,YES,YES,STRIKING,ALLISION WITH A FIXED OBJECT (STRIKING - INCLUDES BERTHED/DOCKED VESSELS),2018-08-15T10:01:40
M11L0157,ALGOMA MARINER,CANADA,CARGO - SOLID,GENERAL CARGO,24535.00,2008,2011,UNDERWAY - moving ahead,CARRIAGE OF GOODS,N/A,NO,YES,YES,GROUNDING,UNDER POWER (NON-INTENTIONAL),2018-08-15T10:01:40
M11L0157,ALGOMA MARINER,CANADA,CARGO - SOLID,GENERAL CARGO,24535.00,2008,2011,UNDERWAY - moving ahead,CARRIAGE OF GOODS,N/A,NO,YES,NO,GROUNDING,NOT UNDER POWER (INCLUDES DRIFTING) (NON-INTENTIONAL),2018-08-15T10:01:40
M11L0158,HARRIER,MARSHALL ISLANDS,CARGO - SOLID,BULK CARRIER,27986.00,2001,,UNKNOWN,CARRIAGE OF GOODS,N/A,NO,YES,YES,RISK OF SINKING,N/A,2018-08-15T10:01:40
M11L0159,LABRADOR,CYPRUS,CARGO - SOLID,BULK CARRIER,19814.00,2010,,BERTHED/DOCKED,CARRIAGE OF GOODS,N/A,NO,YES,YES,PERSON SERIOUSLY INJURED OR KILLED,"BOARDING, BEING ON BOARD, FALLING OVERBOARD FROM THE SHIP",2018-08-15T10:01:40
M11L0160,ORSULA,MARSHALL ISLANDS,CARGO - SOLID,BULK CARRIER,20837.00,1996,,UNDERWAY - moving ahead,CARRIAGE OF GOODS,N/A,NO,YES,YES,GROUNDING,UNDER POWER (NON-INTENTIONAL),2018-08-15T10:01:40
M11L0161,OAKGLEN,CANADA,CARGO - SOLID,BULK CARRIER,15500.34,1954,,UNDERWAY - moving ahead,CARRIAGE OF GOODS,N/A,NO,YES,YES,RISK OF STRIKING (NEAR ALLISION),RISK OF ALLISION WITH A FIXED OBJECT (STRIKING - INCLUDES VESSELS),2018-08-15T10:01:40
M11L0162,NORDIK EXPRESS,CANADA,PASSENGER,PASSENGER - CARGO,1619.03,1974,,UNKNOWN,CARRIAGE OF PEOPLE,GENERAL,NO,YES,YES,STRIKING,ALLISION WITH A FIXED OBJECT (STRIKING - INCLUDES BERTHED/DOCKED VESSELS),2018-08-15T10:01:40
M11L0166,HUA SHAN HAI,CHINA (MACAO S.A.R),CARGO - SOLID,BULK CARRIER,40215.00,1998,,UNDERWAY - moving ahead,CARRIAGE OF GOODS,N/A,NO,YES,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M11L0167,MONTREAL EXPRESS,UNITED KINGDOM,CARGO - SOLID,CONTAINER SHIP,55994.00,2003,,BERTHED/DOCKED,CARRIAGE OF GOODS,N/A,NO,YES,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M11L0168,JOSEPH-SAVARD,CANADA,FERRY,OTHER,1444.78,1985,,UNDERWAY - moving ahead,CARRIAGE OF PEOPLE,GENERAL,NO,YES,YES,CARGO SHIFT/CARGO LOSS,CARGO SHIFTED,2018-08-15T10:01:40
M11M0002,LAPPONIAN REEFER,CAYMAN ISLANDS,CARGO - SOLID,CONTAINER SHIP,7944.00,1992,,UNKNOWN,UNKNOWN,N/A,NO,YES,YES,GROUNDING,UNDER POWER (NON-INTENTIONAL),2018-08-15T10:01:40
M11M0003,CLARK'S HARBOUR,CANADA,SERVICE SHIP,LIFEBOAT/SEARCH AND RESCUE,43.00,1996,,UNDERWAY - moving ahead,SERVICE,PATROL,NO,YES,YES,GROUNDING,UNDER POWER (NON-INTENTIONAL),2018-08-15T10:01:40
M11M0004,TAMI JOAN,CANADA,FISHING,UNKNOWN,63.44,1968,,UNDERWAY - moving ahead,FISHING,FISHING,NO,YES,YES,RISK OF SINKING,N/A,2018-08-15T10:01:40
M11M0005,KELSEY & MITCHELL,CANADA,FISHING,UNKNOWN,14.50,2004,,UNDERWAY - moving ahead,UNKNOWN,N/A,NO,YES,YES,BOTTOM CONTACT,N/A,2018-08-15T10:01:40
M11M0006,KATRINA & KAYLA,CANADA,FISHING,UNKNOWN,24.00,1995,,UNDERWAY - moving ahead,FISHING,FISHING,NO,YES,YES,GROUNDING,UNDER POWER (NON-INTENTIONAL),2018-08-15T10:01:40
M11M0007,EARL GREY,CANADA,SERVICE SHIP,BUOY TENDER/RE-SUPPLY,1971.71,1985,,UNDERWAY - unknown,SERVICE,SAR,NO,YES,YES,RISK OF SINKING,N/A,2018-08-15T10:01:40
M11M0008,NICOLAS II,CANADA,FISHING,UNKNOWN,11.00,1996,,UNDERWAY - moving ahead,FISHING,FISHING,NO,YES,YES,GROUNDING,NOT UNDER POWER (INCLUDES DRIFTING) (NON-INTENTIONAL),2018-08-15T10:01:40
M11M0008,NICOLAS II,CANADA,FISHING,UNKNOWN,11.00,1996,,UNDERWAY - moving ahead,FISHING,FISHING,NO,YES,NO,SANK,FOUNDERS (TAKING ON WATER ABOVE THE WATERLINE),2018-08-15T10:01:40
M11M0009,FEDERAL HUDSON,CHINA,CARGO - SOLID,BULK CARRIER,20659.00,2000,,UNDERWAY - moving ahead,CARRIAGE OF GOODS,N/A,NO,YES,YES,SUSTAINS DAMAGE RENDER UNSEAWORTHY/UNFIT FOR PURPOSE,"UNFIT FOR PURPOSE - ICE, WEATHER, ETC.",2018-08-15T10:01:40
M11M0010,VENTURE 2000,CANADA,FISHING,UNKNOWN,70.71,1998,,UNDERWAY - moving ahead,FISHING,FISHING,NO,YES,YES,FIRE,N/A,2018-08-15T10:01:40
M11M0011,KENWORTH,CANADA,FISHING,UNKNOWN,12.05,1984,,UNDERWAY - moving ahead,CARRIAGE OF PEOPLE,GENERAL,NO,YES,YES,GROUNDING,UNDER POWER (NON-INTENTIONAL),2018-08-15T10:01:40
M11M0013,C.T.M.A. VACANCIER,CANADA,FERRY,PASSENGER/VEHICLE,11481.00,1973,,UNDERWAY - moving ahead,CARRIAGE OF PEOPLE,GENERAL,NO,YES,YES,PERSON SERIOUSLY INJURED OR KILLED,IN CONTACT WITH ANY PART OF THE SHIP OR ITS CONTENTS,2018-08-15T10:01:40
M11M0014,GLORY BOUND,CANADA,FISHING,UNKNOWN,14.97,2000,,UNDERWAY - moving ahead,FISHING,FISHING,NO,YES,YES,GROUNDING,UNDER POWER (NON-INTENTIONAL),2018-08-15T10:01:40
M11M0015,E.P. LE QUEBECOIS,CANADA,SERVICE SHIP,PATROL VESSEL (HARBOUR/SECURITY/RCMP),201.00,1968,,UNDERWAY - moving ahead,SERVICE,PATROL,NO,YES,YES,BOTTOM CONTACT,N/A,2018-08-15T10:01:40
M11M0016,SUPER SAVER,CANADA,FISHING,UNKNOWN,13.76,1992,,UNDERWAY - moving ahead,FISHING,FISHING,YES,YES,YES,GROUNDING,UNDER POWER (NON-INTENTIONAL),2018-08-15T10:01:40
M11M0017,SILVER ANGEL,CANADA,FISHING,UNKNOWN,81.65,1998,,UNDERWAY - moving ahead,FISHING,FISHING,NO,YES,YES,PERSON SERIOUSLY INJURED OR KILLED,"BOARDING, BEING ON BOARD, FALLING OVERBOARD FROM THE SHIP",2018-08-15T10:01:40
M11M0018,DOUBLE IDENTITY,CANADA,FISHING,UNKNOWN,42.25,2004,,UNKNOWN,FISHING,FISHING,YES,YES,YES,FIRE,N/A,2018-08-15T10:01:40
M11M0019,SURF DANCER,CANADA,FISHING,UNKNOWN,14.42,1993,,UNKNOWN,FISHING,FISHING,NO,YES,YES,GROUNDING,NOT UNDER POWER (INCLUDES DRIFTING) (NON-INTENTIONAL),2018-08-15T10:01:40
M11M0019,SURF DANCER,CANADA,FISHING,UNKNOWN,14.42,1993,,UNKNOWN,FISHING,FISHING,NO,YES,NO,SANK,FOUNDERS (TAKING ON WATER ABOVE THE WATERLINE),2018-08-15T10:01:40
M11M0020,GRAND MANAN V,CANADA,FERRY,PASSENGER,3832.53,1990,,UNDERWAY - unknown,CARRIAGE OF PEOPLE,GENERAL,NO,YES,YES,GROUNDING,UNDER POWER (NON-INTENTIONAL),2018-08-15T10:01:40
M11M0021,PURAVIDA,CANADA,FISHING,UNKNOWN,14.98,1998,,UNDERWAY - moving ahead,FISHING,FISHING,NO,YES,YES,GROUNDING,UNDER POWER (NON-INTENTIONAL),2018-08-15T10:01:40
M11M0022,ATLANTIC VISION,CANADA,FERRY,PASSENGER/VEHICLE,30285.00,2002,,UNDERWAY - moving ahead,CARRIAGE OF PEOPLE,GENERAL,NO,YES,YES,FIRE,N/A,2018-08-15T10:01:40
M11M0023,C15162NS,CANADA,FISHING,OPEN BOAT,7.16,,,UNDERWAY - moving ahead,FISHING,FISHING,NO,YES,YES,GROUNDING,UNDER POWER (NON-INTENTIONAL),2018-08-15T10:01:40
M11M0024,HUDSON,CANADA,SURVEY/RESEARCH,OCEANOGRAPHIC/HYDROGRAPHIC SURVEY,3720.80,1963,,UNDERWAY - unknown,SERVICE,RESEARCH,NO,YES,YES,INTENTIONAL BEACHING/GROUNDING/ANCHORING TO AVOID OCCURRENCE,N/A,2018-08-15T10:01:40
M11M0025,BILLY-LOUISE,CANADA,FISHING,UNKNOWN,14.88,1993,,UNDERWAY - moving ahead,FISHING,FISHING,NO,YES,YES,GROUNDING,UNDER POWER (NON-INTENTIONAL),2018-08-15T10:01:40
M11M0026,ALL BUSINESS,CANADA,FISHING,UNKNOWN,9.52,1982,,UNDERWAY - moving ahead,FISHING,FISHING,YES,YES,YES,FIRE,N/A,2018-08-15T10:01:40
M11M0027,CETACEAN VENTURE,CANADA,FISHING,UNKNOWN,28.36,1988,,UNDERWAY - moving ahead,FISHING,FISHING,NO,YES,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M11M0028,HOECHST EXPRESS,GERMANY,CARGO - SOLID,CONTAINER SHIP,53833.00,1991,,UNDERWAY - moving ahead,CARRIAGE OF GOODS,N/A,NO,YES,YES,RISK OF STRIKING (NEAR ALLISION),RISK OF ALLISION WITH A FIXED OBJECT (STRIKING - INCLUDES VESSELS),2018-08-15T10:01:40
M11M0028,ATLANTIC CONVEYOR,BAHAMAS,CARGO - SOLID,RO-RO-CARGO,58438.00,1985,,UNDERWAY - moving ahead,CARRIAGE OF GOODS,N/A,NO,NO,YES,RISK OF STRIKING (NEAR ALLISION),RISK OF ALLISION WITH A FIXED OBJECT (STRIKING - INCLUDES VESSELS),2018-08-15T10:01:40
M11M0028,CLARITY,CANADA,SAILING VESSEL,RIG NOT SPECIFIED,,,,UNDERWAY - moving ahead,NOT ENGAGED IN COMMERCIAL ACTIVITY,N/A,NO,NO,YES,RISK OF STRIKING (NEAR ALLISION),RISK OF ALLISION WITH A FIXED OBJECT (STRIKING - INCLUDES VESSELS),2018-08-15T10:01:40
M11M0029,MISS HILLARY,CANADA,FISHING,UNKNOWN,,1979,,UNDERWAY - moving ahead,UNKNOWN,N/A,NO,YES,YES,RISK OF SINKING,N/A,2018-08-15T10:01:40
M11M0030,BESSIE AQQ WILFRED,CANADA,FISHING,UNKNOWN,43.79,2000,,UNDERWAY - moving ahead,FISHING,FISHING,YES,YES,YES,ABANDONED,N/A,2018-08-15T10:01:40
M11M0030,BESSIE AQQ WILFRED,CANADA,FISHING,UNKNOWN,43.79,2000,,UNDERWAY - moving ahead,FISHING,FISHING,YES,YES,NO,SANK,FLOODING,2018-08-15T10:01:40
M11M0031,EMILY LISA,CANADA,FISHING,LONG LINER,15.00,,,UNDERWAY - moving ahead,FISHING,FISHING,YES,YES,YES,EXPLOSION,N/A,2018-08-15T10:01:40
M11M0031,EMILY LISA,CANADA,FISHING,LONG LINER,15.00,,,UNDERWAY - moving ahead,FISHING,FISHING,YES,YES,NO,FIRE,N/A,2018-08-15T10:01:40
M11M0032,PATRICIA & NICOLE,CANADA,FISHING,UNKNOWN,29.30,1989,,UNDERWAY - moving ahead,FISHING,FISHING,YES,YES,YES,FIRE,N/A,2018-08-15T10:01:40
M11M0033,HIGHLAND HUNTER,CANADA,FISHING,UNKNOWN,14.85,1993,,UNDERWAY - moving ahead,FISHING,FISHING,NO,YES,YES,RISK OF SINKING,N/A,2018-08-15T10:01:40
M11M0034,MAJOR EXPENSE I,CANADA,FISHING,UNKNOWN,38.73,2002,,UNDERWAY - moving ahead,FISHING,FISHING,NO,YES,YES,RISK OF SINKING,N/A,2018-08-15T10:01:40
M11M0035,PHANTOM SHIP,CANADA,FISHING,UNKNOWN,12.04,1986,,UNDERWAY - moving ahead,FISHING,FISHING,YES,YES,YES,ABANDONED,N/A,2018-08-15T10:01:40
M11M0035,PHANTOM SHIP,CANADA,FISHING,UNKNOWN,12.04,1986,,UNDERWAY - moving ahead,FISHING,FISHING,YES,YES,NO,SANK,FLOODING,2018-08-15T10:01:40
M11M0036,MA BELLE,CANADA,FISHING,UNKNOWN,14.68,1992,,UNDERWAY - moving ahead,FISHING,FISHING,NO,YES,YES,GROUNDING,UNDER POWER (NON-INTENTIONAL),2018-08-15T10:01:40
M11M0037,LORETTA,CANADA,FISHING,UNKNOWN,11.55,1969,,UNDERWAY - moving ahead,FISHING,FISHING,NO,YES,YES,RISK OF SINKING,N/A,2018-08-15T10:01:40
M11M0038,MARVEA,MALTA,CARGO - LIQUID,CRUDE TANKER (INCL BITUMEN/ASPHALT),25385.00,2006,,UNDERWAY - moving ahead,CARRIAGE OF GOODS,N/A,NO,YES,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M11M0039,KORTNEY JILL,CANADA,FISHING,UNKNOWN,12.58,1992,,UNDERWAY - moving ahead,FISHING,FISHING,YES,YES,YES,ABANDONED,N/A,2018-08-15T10:01:40
M11M0039,KORTNEY JILL,CANADA,FISHING,UNKNOWN,12.58,1992,,UNDERWAY - moving ahead,FISHING,FISHING,YES,YES,NO,SANK,FLOODING,2018-08-15T10:01:40
M11M0040,LA BELLE BLONDE II,CANADA,FISHING,UNKNOWN,14.28,1985,,UNDERWAY - moving ahead,FISHING,FISHING,NO,YES,YES,GROUNDING,NOT UNDER POWER (INCLUDES DRIFTING) (NON-INTENTIONAL),2018-08-15T10:01:40
M11M0040,LA BELLE BLONDE II,CANADA,FISHING,UNKNOWN,14.28,1985,,UNDERWAY - moving ahead,FISHING,FISHING,NO,YES,NO,SANK,FOUNDERS (TAKING ON WATER ABOVE THE WATERLINE),2018-08-15T10:01:40
M11M0041,SHIRLINE V,CANADA,FISHING,UNKNOWN,14.90,1982,,UNDERWAY - moving ahead,FISHING,FISHING,NO,YES,YES,RISK OF SINKING,N/A,2018-08-15T10:01:40
M11M0042,CANADIAN MINER,CANADA,CARGO - SOLID,BULK CARRIER,17830.78,1966,,UNDERWAY – not under command,SERVICE,"TOWING, ASSISTING",NO,YES,YES,GROUNDING,NOT UNDER POWER (INCLUDES DRIFTING) (NON-INTENTIONAL),2018-08-15T10:01:40
M11M0043,GEORGE ANDRE,CANADA,FISHING,UNKNOWN,11.43,1993,,UNDERWAY - moving ahead,FISHING,FISHING,NO,YES,YES,COLLISION,WITH ANOTHER VESSEL OR OTHER FLOATING OBJECT,2018-08-15T10:01:40
M11M0043,JASON H.,CANADA,FISHING,UNKNOWN,14.04,1987,,UNDERWAY - moving ahead,FISHING,FISHING,NO,NO,YES,COLLISION,WITH ANOTHER VESSEL OR OTHER FLOATING OBJECT,2018-08-15T10:01:40
M11M0044,ISLAND VENTURE I,CANADA,FISHING,UNKNOWN,26.00,1995,,UNDERWAY - unknown,UNKNOWN,N/A,NO,YES,YES,GROUNDING,UNDER POWER (NON-INTENTIONAL),2018-08-15T10:01:40
M11M0045,PUBNICO GAMBLER,CANADA,FISHING,UNKNOWN,14.64,1982,,UNDERWAY - moving ahead,FISHING,FISHING,NO,YES,YES,GROUNDING,UNDER POWER (NON-INTENTIONAL),2018-08-15T10:01:40
M11M0046,NO PROBLEM I,CANADA,FISHING,UNKNOWN,7.00,1995,,UNDERWAY - moving ahead,FISHING,FISHING,NO,YES,YES,GROUNDING,UNDER POWER (NON-INTENTIONAL),2018-08-15T10:01:40
M11M0047,MAASDAM,BAHAMAS,PASSENGER,PASSENGER - CARGO,55451.00,1993,,UNDERWAY - moving ahead,CARRIAGE OF PEOPLE,GENERAL,NO,YES,YES,PERSON SERIOUSLY INJURED OR KILLED,"BOARDING, BEING ON BOARD, FALLING OVERBOARD FROM THE SHIP",2018-08-15T10:01:40
M11M0048,SWELLMASTER,CANADA,TUG,N/A,245.99,1956,,BERTHED/DOCKED,SERVICE,WATERWAY MANAGEMENT (INCL BUOYS),NO,YES,YES,COLLISION,STRUCK BY VESSEL,2018-08-15T10:01:40
M11M0048,ATLANTIC TAMARACK,CANADA,TUG,N/A,86.39,1969,,UNDERWAY - moving ahead,SERVICE,"TOWING, ASSISTING",NO,NO,YES,STRIKING,ALLISION WITH A FIXED OBJECT (STRIKING - INCLUDES BERTHED/DOCKED VESSELS),2018-08-15T10:01:40
M11M0048,H.D. 8,CANADA,BARGE - OTHER,BARGE - SELF-DUMPING,295.00,1995,,TOWED/PUSHED (not using own engine),SERVICE,"TOWING, ASSISTING",NO,NO,YES,STRIKING,ALLISION WITH A FIXED OBJECT (STRIKING - INCLUDES BERTHED/DOCKED VESSELS),2018-08-15T10:01:40
M11M0049,SOCK IT TO ME,CANADA,FISHING,UNKNOWN,9.58,2003,,BERTHED/DOCKED,FISHING,AQUACULTURE OPERATIONS,NO,YES,YES,RISK OF SINKING,N/A,2018-08-15T10:01:40
M11M0051,NATAEL JOEL,CANADA,FISHING,UNKNOWN,13.00,1985,,UNDERWAY - unknown,FISHING,FISHING,NO,YES,YES,GROUNDING,UNDER POWER (NON-INTENTIONAL),2018-08-15T10:01:40
M11M0052,QUEEN MARY 2,UNITED KINGDOM,PASSENGER,PASSENGER - CARGO,148528.00,2003,,UNDERWAY - moving ahead,CARRIAGE OF PEOPLE,GENERAL,NO,YES,YES,FIRE,N/A,2018-08-15T10:01:40
M11M0053,HUMDINGER I,CANADA,FISHING,UNKNOWN,14.72,1985,,UNDERWAY - moving ahead,FISHING,FISHING,YES,YES,YES,FIRE,N/A,2018-08-15T10:01:40
M11M0054,ATLANTIC VISION,CANADA,FERRY,PASSENGER/VEHICLE,30285.00,2002,,UNDERWAY - moving ahead,CARRIAGE OF PEOPLE,GENERAL,NO,YES,YES,STRIKING,ALLISION WITH A FIXED OBJECT (STRIKING - INCLUDES BERTHED/DOCKED VESSELS),2018-08-15T10:01:40
M11M0055,A.B.S. ENTERPRISE,CANADA,FISHING,UNKNOWN,11.49,1988,,UNDERWAY - moving ahead,FISHING,FISHING,YES,YES,YES,STRIKING,ALLISION WITH A FIXED OBJECT (STRIKING - INCLUDES BERTHED/DOCKED VESSELS),2018-08-15T10:01:40
M11M0055,A.B.S. ENTERPRISE,CANADA,FISHING,UNKNOWN,11.49,1988,,UNDERWAY - moving ahead,FISHING,FISHING,YES,YES,NO,SANK,FLOODING,2018-08-15T10:01:40
M11M0056,HARBOUR HOPPER III,CANADA,PASSENGER,AMPHIBIOUS,10.50,1967,,UNDERWAY – not under command,CARRIAGE OF PEOPLE,TENDERING,NO,YES,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M11M0057,WENDY & MICHAEL,CANADA,FISHING,UNKNOWN,13.23,1966,,UNDERWAY – not under command,NOT ENGAGED IN COMMERCIAL ACTIVITY,N/A,YES,YES,YES,GROUNDING,NOT UNDER POWER (INCLUDES DRIFTING) (NON-INTENTIONAL),2018-08-15T10:01:40
M11M0057,WENDY & MICHAEL,CANADA,FISHING,UNKNOWN,13.23,1966,,UNDERWAY – not under command,NOT ENGAGED IN COMMERCIAL ACTIVITY,N/A,YES,YES,NO,SANK,FLOODING,2018-08-15T10:01:40
M11M0058,VERNON P.,CANADA,FISHING,UNKNOWN,57.62,2006,,UNDERWAY - moving ahead,FISHING,FISHING,NO,YES,YES,COLLISION,WITH ANOTHER VESSEL OR OTHER FLOATING OBJECT,2018-08-15T10:01:40
M11M0058,SEA KING,CANADA,FISHING,UNKNOWN,24.86,2002,,UNDERWAY - moving ahead,FISHING,FISHING,NO,NO,YES,COLLISION,WITH ANOTHER VESSEL OR OTHER FLOATING OBJECT,2018-08-15T10:01:40
M11M0059,SARAH ANNE I,CANADA,FISHING,UNKNOWN,21.28,1988,,UNDERWAY - moving ahead,FISHING,FISHING,NO,YES,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M11M0060,ANOTHER NIGHTMARE,CANADA,FISHING,UNKNOWN,14.76,2006,,UNDERWAY - moving ahead,FISHING,FISHING,NO,YES,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M11M0061,LEIF ERICSON,CANADA,PASSENGER,PASSENGER - CARGO,18523.00,1991,,UNDERWAY - unknown,CARRIAGE OF PEOPLE,GENERAL,NO,YES,YES,STRIKING,ALLISION WITH A FIXED OBJECT (STRIKING - INCLUDES BERTHED/DOCKED VESSELS),2018-08-15T10:01:40
M11M0062,EMILY ANN MARIE,CANADA,FISHING,UNKNOWN,21.19,1995,,UNDERWAY - moving ahead,FISHING,FISHING,NO,YES,YES,RISK OF SINKING,N/A,2018-08-15T10:01:40
